shangpaishijian,licheng,biansu,zhouju,pailiang,mali,tianchuang1,tianchuang2,zhenpizuoyi,daocheyingxiang,daocheleida,GPS,zhongdashigu,waiguan_neishi,yuanjia,baojia,paifang,changshang,cheshen_type
10,2.8,0,2770,1.8,143,1,1,0,1,1,0,0,0,17.3,11,国五,北京现代,中型车
57,14.11,0,2737,2,147,0,0,0,0,0,0,0,1,20.1,5.6,国四,上汽通用别克,中型车
26,2.3,1,2685,1.6,121,1,0,0,1,1,1,0,1,13,5.08,国四,上汽通用雪佛兰,紧凑型车
7,9.72,0,2750,2,260,1,0,1,0,0,0,0,1,29.3,15,国五,上汽通用别克,中型SUV
10,2.54,0,2670,1.5,154,1,0,1,1,1,1,0,0,23.9,10.2,国五,比亚迪,紧凑型车
1,1.65,0,2750,2,260,1,1,1,1,1,1,0,1,32.6,18.5,国五,上汽通用别克,中型SUV
25,0.93,0,2715,1.5,169,1,0,0,1,1,0,0,0,12.8,10,国五,上汽集团,紧凑型车
1,7.45,0,2690,1.5,181,1,1,0,1,1,1,0,0,23.6,11.5,国五,长安福特,紧凑型SUV
19,7.69,0,2670,1.5,154,1,0,0,0,0,0,0,0,22.8,9.2,国五,比亚迪,紧凑型车
15,2.08,0,2700,2,158,1,0,0,0,1,1,0,0,16.6,13.1,国五,一汽马自达,紧凑型SUV
35,6.78,0,2600,1.5,113,0,0,1,0,0,0,1,1,11.1,4,国五,上汽通用别克,紧凑型车
38,9.76,0,2712,1.8,160,1,0,1,0,1,0,0,1,28.9,13.5,国四,一汽-大众,中型车
12,5.95,0,2705,1.5,109,0,0,0,0,0,0,0,1,28.2,9.3,国五,上汽集团,紧凑型车
19,4.27,0,2685,1.6,121,1,0,0,0,1,0,0,0,16.6,6.17,国五,上汽通用别克,紧凑型车
25,3.8,0,2660,2,241,0,1,1,1,1,1,0,1,62.7,26.6,国五,路虎(进口),中型SUV
92,21.39,0,2775,2.4,167,0,0,0,0,0,0,0,0,24.4,5.8,国三,广汽丰田,中型车
48,7.27,0,2684,2,200,1,1,1,1,1,1,0,0,33.6,11.8,国四,上汽大众,紧凑型SUV
1,1.53,0,2815,1.6,167,1,0,1,0,1,0,0,0,23.8,12.38,国五,东风标致,中型车
39,13,0,2795,2,162,1,1,1,0,1,1,0,0,20.5,8.13,国四,东风悦达起亚,中型车
26,6.13,0,2690,1.6,177,0,0,0,0,0,0,0,0,21,9.38,国五,长安福特,紧凑型SUV
18,9.47,1,2710,2,147,0,0,0,0,1,0,0,0,13.4,5,国五,广汽乘用车,紧凑型SUV
6,2.65,0,2933,3,306,1,1,1,1,1,1,0,0,91,53.8,国五,宝马(进口),中大型SUV
66,5.03,0,2600,1.6,110,1,0,1,0,1,0,0,1,12.8,3,国四,上汽通用别克,紧凑型车
1,2.01,0,2869,2,180,1,0,1,0,1,0,0,0,34,21.21,国五,一汽-大众奥迪,中型车
22,5.85,0,2670,1.5,154,1,0,1,1,1,1,0,1,22.8,8.2,国五,比亚迪,紧凑型车
15,0.79,0,2680,2,197,1,1,1,1,1,1,0,1,17.7,13,国五,长城汽车,紧凑型SUV
13,6.12,1,2685,1.5,113,0,0,0,0,0,0,0,1,9.8,4.4,国五,上汽通用雪佛兰,紧凑型车
51,8.75,0,2700,1.8,143,0,0,0,0,0,0,0,0,17,4.2,国四,上汽通用雪佛兰,中型车
19,6.76,0,2670,1.5,154,1,0,1,1,1,1,0,1,22.8,8.74,国五,比亚迪,紧凑型车
6,4.25,0,2684,1.8,160,1,1,1,1,1,1,0,1,28.2,17.1,国五,上汽大众,紧凑型SUV
15,1.27,0,2604,1.5,110,0,0,0,0,0,0,0,0,10.4,6.5,国五,一汽-大众,紧凑型车
46,11.57,0,2760,1.8,184,1,0,1,0,1,0,0,0,42.1,15,国四,北京奔驰,中型车
17,1.74,1,2600,1.5,109,0,0,0,0,0,0,0,1,6.4,4.2,国四,吉利汽车,紧凑型车
7,13.74,0,2670,1.5,154,1,0,1,1,1,1,1,1,23.9,8.4,国五,比亚迪,紧凑型车
15,4.52,0,2803,1.4,150,0,0,0,0,0,0,0,0,23,14.5,国五,上汽大众,中型车
67,5.41,0,2612,1.6,106,0,0,0,0,1,0,0,1,13,2.5,国四,东风标致,紧凑型车
23,2.56,1,2685,1.6,121,1,0,0,0,1,0,0,0,12.6,5.1,国五,上汽通用雪佛兰,紧凑型车
36,5.78,0,2595,1.6,120,1,1,0,0,1,0,0,0,30.9,13.48,国四,MINI,紧凑型SUV
46,6.59,0,2707,2.4,167,1,0,0,0,1,0,0,0,23.9,7.6,国四,上汽通用雪佛兰,中型SUV
153,12.65,1,2460,1.4,75,0,0,0,0,0,0,0,1,10.8,0.54,国二,上汽大众,小型车
32,8.53,0,3215,3,245,0,0,1,0,1,0,0,1,64.9,25.5,国四,奔驰(进口),MPV
10,2.72,0,2829,1.5,170,1,0,1,0,1,0,0,0,21.2,12.1,国五,上汽通用雪佛兰,中型车
64,5.52,0,3108,2.5,204,1,0,1,0,1,1,0,0,53.1,21.5,国四,华晨宝马,中大型车
50,8.09,1,2640,1.8,124,0,0,0,0,0,0,0,0,10.8,3.2,国四,长安福特,紧凑型车
101,9.62,1,2803,1.8,150,1,0,1,0,1,0,0,0,21.7,3,国三,上汽大众,中型车
12,2.8,0,2760,1.5,156,1,1,1,1,0,0,0,1,18,13.8,国五,东风本田,紧凑型车
57,13.15,0,2945,2.4,177,1,0,1,1,1,1,0,0,51.6,17,国四,一汽-大众奥迪,中大型车
13,2.84,0,2741,2,241,0,1,1,0,1,1,0,0,60.6,30,国五,路虎(进口),中型SUV
58,13.16,0,2685,1.6,121,1,0,0,0,1,0,0,1,14.6,3.4,国四,上汽通用雪佛兰,紧凑型车
35,5.27,0,2737,2,154,1,0,1,0,1,0,0,1,19.7,6.98,国四,上汽通用雪佛兰,中型车
34,4.86,1,2610,1.6,105,0,0,0,0,0,0,0,1,12.3,5.1,国四,上汽大众,紧凑型车
55,7.14,1,2650,1.5,109,0,0,0,0,1,0,0,0,9.7,2.5,国四,上汽集团,紧凑型车
22,3.84,0,2920,2,211,1,1,1,1,1,1,0,1,52,25,国四,北京奔驰,中型车
42,8.63,0,2815,2,147,1,0,1,0,1,0,0,1,20.6,6.5,国四,东风雪铁龙,中型车
2,3.32,1,2555,1.4,140,0,0,0,0,0,0,0,1,15.2,7,国五,上汽通用别克,小型SUV
23,2.66,0,2570,1.4,107,0,0,0,0,1,0,0,0,9.4,4.5,国五,北京现代,小型车
8,2.28,1,2720,1.5,112,0,0,0,0,0,0,0,1,7.6,3.4,国四,上汽通用五菱,微面
8,5.6,1,2610,1.6,110,1,0,1,0,1,0,0,0,13.6,7,国五,上汽大众,紧凑型车
60,14.58,0,2678,1.4,131,1,0,1,0,1,0,0,0,19.4,6.2,国四,上汽大众,MPV
15,4.74,0,2660,2,238,0,0,0,0,0,0,0,0,43.2,29,国五,雷克萨斯,中型SUV
22,9.09,0,2890,2.4,170,1,0,1,1,1,1,0,1,31.7,13,国四,道奇(进口),中型SUV
36,2.15,1,2650,1.5,109,0,0,0,0,0,0,0,1,9.7,3.51,国四,上汽集团,紧凑型车
58,6.88,0,2933,3,306,1,1,1,1,1,1,0,0,97.3,31.8,国四,宝马(进口),中大型SUV
45,12.51,0,2933,3,306,1,1,1,1,1,1,0,1,97.3,31.1,国五,宝马(进口),中大型SUV
10,4.8,0,2837,2,269,1,1,1,0,1,0,0,0,40.2,25.8,国五,上汽通用凯迪拉克,中大型车
9,9.49,0,2869,2,180,1,0,1,0,1,0,0,0,36.1,19.5,国五,一汽-大众奥迪,中型车
55,9.41,0,2760,1.6,156,0,0,0,0,0,0,0,0,33.4,12,国四,北京奔驰,中型车
12,1.43,1,2725,1.5,112,0,0,0,1,0,1,0,1,7.1,4,国五,华晨鑫源,MPV
27,0.02,0,2670,1.5,154,1,0,0,1,1,1,0,0,20.2,12.58,国五,比亚迪,紧凑型车
12,3.62,0,2933,3,306,0,0,0,0,0,0,0,0,99.6,53,国五,宝马(进口),中大型SUV
28,8.37,0,2603,2,170,0,0,0,0,0,0,0,1,30.9,14.8,国四,一汽-大众奥迪,紧凑型SUV
5,4.15,0,2670,1.5,154,1,0,1,1,1,1,0,1,23.9,9.9,国五,比亚迪,紧凑型车
62,5.81,0,2640,2,163,0,0,0,0,0,0,0,1,21.3,7,国四,北京现代,紧凑型SUV
47,5.31,0,2610,1.6,105,1,0,1,0,1,0,0,0,14.6,5.88,国四,上汽大众,紧凑型车
38,5.95,0,2648,1.6,125,1,0,0,0,1,0,0,1,15.6,6.5,国五,长安福特,紧凑型车
2,5.35,0,2807,3,271,1,1,1,0,0,0,0,0,43.4,20.9,国五,凯迪拉克(进口),中型SUV
30,1.97,1,2685,1.6,121,1,0,0,0,1,0,0,0,14.9,7.5,国四,上汽通用别克,紧凑型车
22,6.9,0,2920,2,184,1,0,1,1,1,1,0,0,43.7,19.88,国五,华晨宝马,中型车
55,7.89,0,2807,3,271,1,1,1,1,1,0,0,1,51,14.03,国四,凯迪拉克(进口),中型SUV
1,3.12,0,2670,1.8,184,1,1,0,1,1,1,0,0,16.2,9.87,国五,吉利汽车,紧凑型SUV
56,7.21,1,2580,1.3,88,0,0,0,0,0,0,0,1,6.2,0.9,国四,华晨中华,紧凑型车
0,4.01,0,3014,3,272,1,1,1,1,1,1,0,1,67.8,36.5,国五,北京奔驰,中大型车
23,13.23,0,2660,2.2,190,1,1,1,1,1,1,0,0,54.1,20.98,国四,路虎(进口),中型SUV
33,7.43,0,2690,1.6,170,1,0,0,0,1,0,0,0,31.7,11.8,国五,宝马(进口),紧凑型车
5,2.2,0,2775,2,150,0,0,0,0,0,0,0,1,20.2,14.5,国五,东风日产,中型车
53,18.49,0,3014,1.8,184,1,0,1,1,1,0,0,1,50.5,15.2,国四,北京奔驰,中大型车
93,12.36,0,3028,3,258,0,0,0,0,0,0,0,0,70.2,9.9,国四,华晨宝马,中大型车
29,3.54,0,2578,1.8,152,1,1,1,0,1,0,0,0,31.8,10.5,国四,斯柯达(进口),小型SUV
52,6.33,1,2700,1.2,84,0,0,0,0,0,0,0,1,5.8,1.5,国四,上汽通用五菱,微面
4,4.23,0,2629,1.4,150,1,1,0,0,1,0,0,0,25.4,15,国五,一汽-大众奥迪,紧凑型车
2,2.53,0,2803,1.8,180,1,0,1,1,1,1,0,1,26.5,17,国五,上汽大众,中型车
27,8.12,0,2820,2.5,184,1,0,1,1,1,1,0,0,44.4,22.6,国四,雷克萨斯,中大型车
27,4.85,1,2610,1.6,105,0,0,0,1,0,1,0,1,12.3,6,国四,上汽大众,紧凑型车
18,2.5,0,2750,2,260,1,1,1,1,1,1,1,1,32.6,17,国五,上汽通用别克,中型SUV
30,8.26,0,2710,2,147,0,0,0,0,1,0,0,0,15.6,5.98,国四,东风标致,紧凑型车
27,6.21,0,2464,1.6,120,0,0,1,0,1,0,0,0,23.9,9,国四,雪铁龙(进口),小型车
51,7.92,1,2600,1.5,112,0,0,0,0,0,0,1,1,9,3.3,国四,东风日产,紧凑型车
36,9.74,0,2920,2,200,1,1,1,0,1,0,0,1,39.6,14,国四,大众(进口),MPV
50,6.32,0,2640,2,165,0,0,0,0,0,0,0,1,22.8,9,国四,东风悦达起亚,紧凑型SUV
46,4.06,0,2707,2.4,167,1,0,1,0,1,1,0,1,27.4,7.8,国四,雪佛兰(进口),中型SUV
21,11.99,0,3088,3,258,1,0,1,1,1,1,0,0,40.2,17,国四,上汽通用别克,MPV
0,2.02,0,2603,1.4,150,1,1,0,0,1,0,0,1,28.1,17.88,国五,一汽-大众奥迪,紧凑型SUV
13,4.22,0,2670,1.5,154,1,0,1,1,1,1,0,1,23.9,10.5,国四,比亚迪,紧凑型车
4,2.74,0,2775,2,150,1,0,1,1,1,0,0,0,21.3,16,国五,东风日产,中型车
30,2.33,0,2700,2,245,0,0,0,0,0,0,0,0,30.8,13.6,国四,北京现代,中型SUV
21,4.16,0,2648,1.6,125,0,0,0,0,0,0,0,1,13.5,5.8,国五,长安福特,紧凑型车
4,3.16,0,2850,2,245,0,0,0,0,0,0,0,0,32.5,22,国五,长安福特,中型SUV
58,12.11,0,2610,1.6,105,1,0,1,0,1,0,0,0,14.6,5,国四,上汽大众,紧凑型车
19,4.76,0,2705,1.5,109,0,0,0,1,1,1,0,1,27,8.2,国五,上汽集团,紧凑型车
12,6.46,0,2670,1.5,154,1,0,1,1,1,1,0,0,23.9,10.2,国五,比亚迪,紧凑型车
22,4.29,0,2670,1.5,154,1,0,1,1,1,1,0,0,22.8,9,国四,比亚迪,紧凑型车
12,4.53,0,2775,2,155,1,0,1,1,0,0,0,1,20.6,15.9,国五,广汽本田,中型车
59,5.84,1,2600,1.6,110,1,0,0,0,0,0,0,1,10.8,2.99,国四,上汽通用别克,紧凑型车
9,5.16,0,2755,2,211,1,1,0,1,1,0,0,0,43.2,30,国五,北京奔驰,中型SUV
19,3.02,0,2670,1.5,154,1,0,1,1,1,1,0,0,22.8,10,国五,比亚迪,紧凑型车
13,10.4,0,2670,1.5,154,1,0,1,1,1,1,0,1,23.9,9.2,国五,比亚迪,紧凑型车
14,4,0,2500,-1,45,1,0,0,0,1,1,0,1,25.1,3.95,-1,北汽新能源,小型车
22,5.67,0,3050,2.5,235,1,0,1,1,1,1,0,0,48.7,19.3,国四,英菲尼迪(进口),中大型车
29,4.4,0,2909,2,240,1,0,1,0,1,1,0,0,66.2,21.29,国四,捷豹,中大型车
37,5.22,0,2760,1.8,204,1,0,1,0,1,1,0,1,42.1,15.8,国四,北京奔驰,中型车
4,1.98,0,2920,1.8,160,1,1,0,0,1,0,0,0,28.8,16.88,国五,大众(进口),MPV
47,5.81,0,2467,1.6,120,1,1,0,0,0,0,0,1,30.2,10.55,国四,MINI,小型车
29,5.11,0,2690,2,242,1,1,1,1,1,1,0,0,29.9,12.35,国四,长安福特,紧凑型SUV
17,1.25,0,2670,1.5,136,0,0,0,0,1,0,0,1,22.2,14.8,国五,华晨宝马,紧凑型车
39,9.46,0,2933,3,306,1,0,1,1,1,1,0,1,115.4,32.5,国五,宝马(进口),中大型SUV
50,13.56,0,2945,2,170,1,0,1,0,1,1,0,1,45.1,14.5,国四,一汽-大众奥迪,中大型车
50,8.25,0,2705,1.8,133,1,0,0,0,0,0,0,1,15.1,4,国四,上汽集团,紧凑型车
64,8.96,1,2612,1.6,106,0,0,0,0,0,0,0,1,10.1,2.1,国四,东风标致,紧凑型车
20,9.87,1,2570,1.4,107,0,0,0,1,1,1,0,1,8.6,3.6,国五,北京现代,小型车
1,4.94,0,2791,1.4,150,1,1,1,1,1,0,0,0,23.9,14.5,国五,上汽大众,MPV
68,8.96,0,2578,1.4,131,0,0,0,0,0,0,0,0,17.5,4.2,国四,上汽斯柯达,紧凑型车
33,5.18,0,2670,1.8,141,0,0,0,0,1,1,0,0,15.2,7.88,国四,东风本田,紧凑型车
18,12.98,0,3200,3,224,0,0,1,0,1,0,0,1,48.7,22.8,国四,福建奔驰,MPV
28,5.71,0,2635,1.8,136,0,0,0,1,1,1,0,1,14.2,6.5,国四,东南汽车,紧凑型车
31,8.21,0,2815,2.3,171,1,0,1,0,1,0,0,0,22.3,7.99,国四,东风雪铁龙,中型车
17,3.68,1,2650,1.5,109,0,0,0,0,0,0,0,0,8.3,3.68,国五,吉利汽车,紧凑型车
48,3.26,0,2705,1.8,133,0,0,0,0,0,0,0,0,15.1,4,国四,上汽集团,紧凑型车
11,3.07,0,2810,2,245,1,0,1,1,1,1,0,0,62.9,39,国五,宝马(进口),中型SUV
15,3.56,0,2700,1.8,99,1,0,1,0,1,0,0,0,16.3,13.1,国五,一汽丰田,紧凑型车
17,2.38,0,2750,1.5,169,1,1,0,0,1,0,0,1,23.9,15.5,国五,上汽通用别克,中型SUV
1,1.86,0,2700,2,155,0,0,0,0,0,0,0,0,20.7,13.7,国五,长安马自达,紧凑型SUV
8,2.73,0,2812,1.8,160,0,0,0,0,0,0,0,1,25.3,15.8,国五,一汽-大众,中型车
30,6.27,0,2745,2.5,173,1,0,1,1,0,0,0,0,33.2,18,国四,斯巴鲁,中型SUV
13,2.68,1,2687,1.5,113,0,0,0,0,0,0,0,0,11.7,6,国五,长安福特,紧凑型车
36,5.85,0,2595,1.6,120,0,0,0,0,0,0,0,0,35.3,15,国四,MINI,紧凑型SUV
4,3.24,0,2850,1.5,181,1,0,0,1,1,1,0,1,20.6,12.8,国五,长安福特,中型车
16,1.29,0,2555,1.4,140,0,0,0,0,0,0,0,0,14.5,6.3,国四,上汽通用雪佛兰,小型SUV
55,8.08,0,2578,1.4,131,0,0,0,0,0,0,0,1,16.3,7,国四,一汽-大众,紧凑型车
12,2.66,0,2700,1.6,128,1,0,0,0,1,0,0,0,13.5,7,国四,东风悦达起亚,紧凑型车
17,3.48,0,2670,1.5,154,1,0,1,1,1,1,1,0,22.8,8.48,国五,比亚迪,紧凑型车
0,3.6,0,2705,1.5,109,0,0,0,0,0,0,0,0,28.2,12,国四,上汽集团,紧凑型车
31,6.26,0,2710,1.8,139,0,0,0,0,0,0,0,0,17.1,6.2,国四,东风雪铁龙,紧凑型车
7,7.08,0,2670,1.5,154,1,0,1,1,1,1,0,1,23.9,9.3,国五,比亚迪,紧凑型车
46,6.01,0,2685,1.8,147,1,0,0,0,1,0,0,0,14.9,4.9,国四,上汽通用雪佛兰,紧凑型车
15,10.3,0,2670,1.5,154,1,0,1,1,1,1,0,0,22.8,8.1,国五,比亚迪,紧凑型车
62,3.95,1,2685,1.6,117,0,0,0,0,0,0,0,1,13,3.5,国四,上汽通用雪佛兰,紧凑型车
17,6.44,0,2648,1.6,125,0,0,0,0,0,0,1,1,14.2,6.3,国五,长安福特,紧凑型车
55,10.87,0,3210,3,258,1,0,1,0,1,1,0,1,97.5,26.65,国四,宝马(进口),大型车
18,3.01,0,2740,2.7,188,1,0,1,1,1,1,0,0,58.9,32.19,国五,雷克萨斯,中型SUV
4,5.14,0,3088,2.4,167,0,0,0,1,0,1,0,0,22.7,13.89,国五,上汽通用别克,MPV
66,13.09,0,2925,2.5,193,0,0,1,1,0,1,0,0,39.8,14.5,国四,一汽丰田,中大型车
1,3.65,0,2670,1.5,136,1,1,0,0,1,0,0,1,29.1,16,国五,华晨宝马,紧凑型车
6,2.72,0,2920,2,245,1,0,1,1,1,1,0,0,46.8,26,国五,华晨宝马,中型车
66,3.68,1,2610,1.5,106,1,0,1,0,1,0,1,0,7.8,1.9,国四,长城汽车,紧凑型车
109,11.09,0,2830,2.4,161,0,0,1,0,0,0,0,0,26.8,5.9,国三,广汽本田,MPV
33,9.75,1,2680,1.5,150,0,0,0,0,0,0,0,1,12.6,4.5,国四,长城汽车,紧凑型SUV
33,6.9,0,2837,2,254,1,1,1,1,1,0,0,0,30.4,12.18,国五,上汽通用别克,中型车
1,1.61,0,2795,2.4,197,1,0,1,0,1,0,0,0,28.2,16,国四,广汽本田,中型车
36,4.29,0,2837,2,147,1,0,0,0,1,0,0,0,18.3,5.8,国四,上汽集团,中型车
41,4.25,1,2710,2,147,1,0,0,0,1,0,0,1,15.8,4.27,国四,东风标致,紧凑型车
33,8.44,0,2837,2,147,1,0,1,0,1,1,0,0,18.3,6.34,国四,上汽集团,中型车
5,4.67,0,2770,1.8,143,1,1,0,1,1,1,0,1,17.3,9.3,国五,东风悦达起亚,中型车
48,4.73,0,2815,2,147,1,0,1,0,1,0,0,0,20.6,6,国四,东风雪铁龙,中型车
32,3.7,1,2640,1.8,124,0,0,0,0,0,0,0,1,10.8,4.6,国四,长安福特,紧凑型车
45,11.05,1,2661,1.8,139,0,0,0,0,0,0,0,0,10.5,2.8,国四,吉利汽车,紧凑型SUV
5,2.49,1,2527,1.5,109,0,0,0,0,1,0,0,1,5,2.8,国五,奇瑞汽车,小型车
0,2.2,0,2646,2,150,0,1,0,1,0,0,0,1,18.2,12.3,国五,东风日产,紧凑型SUV
61,6.08,0,2650,1.5,109,0,0,0,0,1,0,0,0,10.9,2.6,国四,上汽集团,紧凑型车
35,14.09,0,2761,1.8,160,0,0,0,0,0,0,0,0,22.6,7,国四,上汽斯柯达,中型车
43,9.2,0,2815,2,147,1,0,1,0,1,0,0,0,20.6,6.5,国四,东风雪铁龙,中型车
12,1.5,0,2660,1.5,154,0,0,0,1,0,1,1,0,11.6,7.6,国五,比亚迪,紧凑型SUV
53,5.75,0,2684,1.8,160,0,0,0,0,0,0,0,0,27.7,12,国四,上汽大众,紧凑型SUV
37,4.03,0,2707,2.4,167,1,0,1,0,1,1,0,0,28.6,8.8,国四,上汽通用雪佛兰,中型SUV
3,5.89,0,2705,2.4,175,0,0,0,0,0,0,0,0,29.9,16,国五,广汽菲克Jeep,中型SUV
7,7.1,0,2705,1.5,109,0,0,0,0,0,0,0,0,28.2,11.3,国五,上汽集团,紧凑型车
61,11.07,1,2465,1.4,103,0,0,0,0,0,0,0,0,7,1.7,国四,上汽通用雪佛兰,小型车
14,8.31,0,2670,1.5,154,1,0,1,1,1,1,0,1,22.8,10.6,国五,比亚迪,紧凑型车
3,4.43,0,2737,2,154,1,0,1,0,1,0,0,1,20.3,9,国五,上汽通用雪佛兰,中型车
68,12.82,0,2578,1.4,131,1,0,0,0,0,0,0,1,17.5,5,国四,上汽斯柯达,紧凑型车
7,5.61,0,2670,1.5,154,1,0,1,1,1,1,0,0,23.9,10.5,国四,比亚迪,紧凑型车
49,8.03,1,2600,1.6,110,0,0,0,0,0,0,0,0,10.8,2.9,国四,上汽通用别克,紧凑型车
32,4.1,1,2610,1.4,131,1,0,1,0,1,0,0,1,14.5,6.75,国四,上汽大众,紧凑型车
38,10.41,0,2648,1.6,125,1,0,0,1,1,1,0,0,15.6,5.05,国四,长安福特,紧凑型车
23,0.07,0,2670,1.5,154,1,0,0,1,1,1,0,0,20.2,14.3,国五,比亚迪,紧凑型车
22,8.51,0,2670,1.5,154,1,0,1,1,1,1,0,1,22.8,8.8,国五,比亚迪,紧凑型车
48,4.03,0,2578,1.4,131,1,0,0,0,1,0,0,0,15.7,7.6,国四,一汽-大众,紧凑型车
27,4.05,0,2740,1.8,160,0,0,0,0,1,0,0,0,20.3,6.5,国四,上汽集团,中型SUV
9,5.29,0,2660,2,238,1,0,0,1,1,0,0,1,43.2,27.27,国五,雷克萨斯,中型SUV
2,2.9,0,2700,2,158,1,0,1,1,1,0,0,0,18.4,12.96,国五,一汽马自达,紧凑型SUV
26,6.89,0,2837,2,269,1,1,1,1,1,1,0,0,45.6,18.5,国四,上汽通用凯迪拉克,中大型车
3,6.43,0,2660,1.5,154,1,1,0,1,1,1,0,0,12.7,6.24,国五,比亚迪,紧凑型SUV
7,2.94,0,2775,2,155,1,0,1,1,0,0,0,1,20.6,15.3,国五,广汽本田,中型车
19,2.67,0,2947,3,234,0,0,0,0,0,0,0,1,47.7,31.16,国五,Jeep(进口),中型SUV
18,2.83,0,2812,1.8,160,1,0,1,0,1,0,0,0,23.1,16.3,国五,一汽-大众,中型车
55,6.55,1,2443,1.4,76,0,0,0,0,0,0,0,1,8,1.6,国四,东风雪铁龙,小型车
33,7.04,0,2807,2,211,1,1,1,1,1,0,0,1,46.4,20,国四,一汽-大众奥迪,中型SUV
28,4.64,0,2850,2.5,235,0,0,0,0,0,0,0,0,40.8,18,国四,英菲尼迪(进口),中型车
45,6.62,0,2890,2.4,170,1,0,1,0,1,0,1,1,29.8,7.2,国四,菲亚特(进口),中型SUV
64,9.17,0,2500,1.5,120,1,0,0,0,0,0,0,0,12.4,4.5,国四,广汽本田,小型车
51,7.2,0,3108,2.5,177,1,0,1,0,1,0,0,0,46.5,22,国四,华晨宝马,中大型车
21,0.62,0,2700,1.5,114,1,0,0,0,0,0,0,0,13.6,8.8,国五,上汽通用雪佛兰,紧凑型车
9,1.5,0,2737,2,154,1,0,0,0,1,0,0,0,19.4,11,国五,上汽通用别克,中型车
11,1.57,0,2699,2,184,1,1,0,1,1,1,0,1,34.6,26.5,国五,奔驰(进口),紧凑型车
44,6.99,0,2684,1.8,160,0,0,0,0,0,0,0,1,25.4,9.65,国四,上汽大众,紧凑型SUV
45,11.24,0,2803,1.8,160,1,0,1,0,1,0,0,0,23.8,9.6,国四,上汽大众,中型车
61,6.11,0,2803,1.8,163,1,0,1,1,1,1,0,0,26.1,6.8,国四,上汽大众,中型车
18,5.03,0,2837,3,265,1,1,1,1,1,1,0,1,40.2,17.9,国五,上汽通用别克,中型车
64,10.87,1,2500,1,61,0,0,0,0,0,0,0,1,3.2,0.95,国四,上汽通用五菱,微面
26,0.18,0,2715,1,125,0,0,0,0,0,0,0,0,21.9,14.8,国五,上汽集团,紧凑型车
20,0.35,1,2600,1.5,109,0,0,0,0,0,0,0,0,4.8,3.6,国五,比亚迪,紧凑型车
64,12.42,0,2737,2.4,186,1,0,1,0,1,1,0,1,27.2,8,国四,上汽通用别克,中型车
32,11.73,1,2610,1.6,110,1,0,1,0,1,0,0,1,14,5.8,国四,上汽大众,紧凑型车
60,4.45,0,2650,1.5,109,0,0,0,0,0,0,0,0,10.9,2.5,国四,上汽集团,紧凑型车
22,3.34,1,2510,1.6,126,1,0,0,0,1,0,0,1,8.5,4.05,国五,奇瑞汽车,小型SUV
37,9.36,0,2613,1.6,163,1,0,1,1,1,1,0,1,23.3,7.5,国四,东风标致,紧凑型SUV
42,9.61,0,2707,2.4,167,0,0,0,0,0,0,0,0,28.6,8,国四,上汽通用雪佛兰,中型SUV
16,0.45,0,2837,1.4,152,1,0,1,1,1,1,0,0,27.8,17.5,国五,上汽集团,中型车
25,4.58,1,2700,1.6,128,0,0,0,1,1,1,0,0,12.5,6,国五,东风悦达起亚,紧凑型车
38,5.28,0,3088,3,258,1,1,1,1,1,1,0,1,43.4,18,国五,上汽通用别克,MPV
31,13.96,0,2807,3,271,0,0,0,0,0,0,0,0,46.7,17,国四,凯迪拉克(进口),中型SUV
41,8.01,0,2578,1.6,105,1,0,1,0,1,0,1,1,16.2,6.5,国四,上汽斯柯达,紧凑型车
17,8.51,0,2890,2.4,170,1,0,1,1,1,1,0,1,31.7,15.5,国五,道奇(进口),中型SUV
31,7.8,0,2684,1.8,160,0,0,0,0,0,0,0,0,28.2,15,国四,上汽大众,紧凑型SUV
1,5.76,0,2869,2,180,1,0,0,0,1,0,0,0,34,21.5,国五,一汽-大众奥迪,中型车
9,1.21,0,2700,1.8,177,0,0,0,0,0,0,0,1,12.7,9.5,国五,长安汽车,紧凑型SUV
55,6.99,1,2700,1.8,143,0,0,0,0,0,0,0,1,15.7,3.8,国四,上汽通用雪佛兰,中型车
48,2.8,1,2685,1.6,117,0,0,0,0,0,0,0,1,11.8,4.5,国四,上汽通用雪佛兰,紧凑型车
7,7.92,0,2890,2.4,170,1,0,1,1,1,1,0,0,31.7,13.88,国五,道奇(进口),中型SUV
13,4.46,0,2684,2,200,1,1,1,1,1,1,0,0,34.3,20.27,国五,上汽大众,紧凑型SUV
5,1.97,0,2810,2,184,1,0,0,1,1,0,0,1,34.7,22.5,国五,华晨宝马,中型车
11,4.03,0,2857,2.5,209,1,0,1,0,1,0,0,1,65,29,国五,沃尔沃(进口),中大型SUV
68,19.5,0,2945,2.7,190,1,0,1,1,1,1,0,1,53.1,12.9,国四,一汽-大众奥迪,中大型车
6,7.29,0,-1,1.8,204,1,1,1,1,1,1,0,0,57.1,32,国四,北京奔驰,中大型车
6,3.08,0,2830,2.5,245,1,1,1,1,1,1,0,1,35.4,21.5,国五,东风日产,中型SUV
20,6.29,0,3012,2,180,1,0,1,1,1,1,0,0,48.5,24,国五,一汽-大众奥迪,中大型车
4,7.41,0,2949,2,245,1,1,1,1,1,1,0,0,27,15.5,国五,长安福特,中型车
21,8.04,0,2920,2,184,1,0,1,0,1,0,0,1,38.9,17.4,国四,华晨宝马,中型车
